ID,Year_Birth,Age,AgeRange,Education,Marital_Status,Income,IncomeRange,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,PercentDealsPurchases,NumNonDealsPurchases,NumAllPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
2225,1977,47,41-50,Graduation,Divorced,82582,70K-100K,0,0,07-06-2014,54,510,120,550,156,40,241,1,5%,19,20,4,9,7,1,1,0,0,1,0,0,1
9381,1978,46,41-50,Graduation,Married,66373,50K-70K,1,1,12-06-2013,57,328,9,124,12,24,109,7,44%,9,16,4,2,10,3,0,0,0,0,0,0,0
6260,1955,69,61-70,Master,Together,82384,70K-100K,0,0,19-11-2012,55,984,51,432,180,120,190,1,4%,25,26,3,10,13,1,0,0,1,0,0,0,1
10383,1966,58,51-60,Graduation,Divorced,70287,70K-100K,0,0,02-04-2013,30,295,35,482,121,120,40,1,5%,19,20,5,5,10,3,0,0,0,0,0,0,1
7437,1988,36,31-40,Graduation,Single,27938,20K-30K,1,0,28-04-2014,31,13,0,8,2,1,5,1,20%,4,5,1,0,4,3,0,0,0,0,0,0,0
8557,1982,42,41-50,Graduation,Single,51382,50K-70K,1,0,17-06-2013,57,11,3,22,2,2,6,2,40%,3,5,2,0,3,6,0,0,0,0,0,0,0
8375,1968,56,51-60,PhD,Married,55954,50K-70K,0,1,03-03-2014,63,447,0,28,0,0,43,3,19%,13,16,8,2,6,7,0,0,0,0,0,0,0
6853,1982,42,41-50,Master,Single,75777,70K-100K,0,0,04-07-2013,12,712,26,538,69,13,80,1,5%,19,20,3,6,11,1,0,1,1,0,0,0,1
3076,1975,49,41-50,Graduation,Together,66653,50K-70K,1,1,07-09-2012,18,452,18,102,16,18,6,4,22%,14,18,4,2,12,3,0,0,0,0,0,0,0
1012,1952,72,71-80,Graduation,Single,61823,50K-70K,0,1,18-02-2013,26,523,7,134,37,14,169,4,20%,16,20,8,2,10,7,0,0,0,0,0,0,0
6518,1951,73,71-80,PhD,Widow,67680,50K-70K,0,1,11-06-2013,8,546,0,48,0,6,6,1,6%,17,18,7,3,8,5,0,0,0,0,0,0,0
4137,1948,76,71-80,Graduation,Together,70666,70K-100K,0,0,06-12-2013,29,398,40,367,119,122,30,1,7%,14,15,7,4,4,4,0,0,0,0,0,0,0
8082,1971,53,51-60,Graduation,Married,25721,20K-30K,1,0,21-05-2013,75,1,3,6,3,6,15,1,25%,3,4,1,1,2,7,0,0,0,0,0,0,1
1386,1967,57,51-60,Graduation,Together,32474,30K-50K,1,1,11-05-2014,0,10,0,1,0,0,0,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
9369,1979,45,41-50,2n Cycle,Single,88194,70K-100K,0,1,19-03-2014,19,688,14,309,201,24,38,1,3%,30,31,11,10,10,5,1,0,0,1,0,0,1
4477,1958,66,61-70,Graduation,Together,69096,50K-70K,0,1,27-09-2013,4,247,49,159,7,82,109,1,6%,16,17,5,2,10,4,0,0,0,0,0,0,0
1357,1970,54,51-60,Graduation,Together,74854,70K-100K,1,2,08-04-2013,90,856,59,487,58,29,73,7,58%,5,12,2,5,5,5,0,0,0,0,0,0,0
1402,1954,70,61-70,Master,Married,66991,50K-70K,0,0,11-09-2012,1,496,36,460,189,60,12,3,17%,15,18,4,8,6,3,0,0,0,0,0,0,0
10629,1973,51,51-60,2n Cycle,Married,51382,50K-70K,1,0,14-09-2012,25,25,3,43,17,4,17,3,50%,3,6,3,0,3,8,0,0,0,0,0,0,0
6312,1959,65,61-70,Graduation,Married,65031,50K-70K,0,1,17-03-2013,29,258,107,291,84,37,86,4,15%,22,26,10,3,13,7,0,0,0,0,0,0,0
8132,1975,49,41-50,PhD,Married,60631,50K-70K,1,1,05-04-2013,88,565,6,65,0,6,19,5,26%,14,19,9,2,8,7,0,1,0,0,0,0,0
1050,1952,72,71-80,Graduation,Married,28332,20K-30K,0,0,30-04-2014,58,14,10,13,4,15,9,1,14%,6,7,2,1,4,2,0,0,0,0,0,0,0
5846,1977,47,41-50,Graduation,Divorced,40246,30K-50K,1,0,19-12-2012,68,2,1,6,2,1,1,1,33%,2,3,1,0,2,6,0,0,0,0,0,0,0
1859,1972,52,51-60,Master,Married,75251,70K-100K,0,0,27-08-2012,34,721,111,925,97,18,18,1,6%,17,18,7,6,5,5,0,0,0,0,0,0,1
7503,1976,48,41-50,Graduation,Single,75825,70K-100K,0,0,12-10-2012,40,1032,105,779,137,105,51,0,0%,22,22,5,8,9,4,1,0,0,0,0,0,1
10401,1976,48,41-50,2n Cycle,Together,26326,20K-30K,0,0,04-09-2013,12,1,0,5,0,3,9,1,33%,2,3,0,0,3,3,0,0,0,0,0,1,0
1618,1965,59,51-60,Graduation,Together,56046,50K-70K,0,0,02-01-2013,9,577,0,64,0,0,51,2,11%,17,19,10,1,8,8,1,0,0,0,0,0,1
3332,1985,39,31-40,Graduation,Single,29760,20K-30K,1,0,29-08-2012,87,64,4,68,7,5,17,4,50%,4,8,3,1,4,8,0,0,0,0,0,0,0
2261,1969,55,51-60,Graduation,Married,26304,20K-30K,1,0,23-06-2013,5,4,1,5,2,0,4,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
5346,1973,51,51-60,2n Cycle,Married,23559,20K-30K,1,0,03-07-2013,87,25,5,19,7,0,23,3,50%,3,6,3,0,3,7,0,0,0,0,0,0,0
4119,1963,61,61-70,Master,Together,38620,30K-50K,0,0,11-05-2013,56,112,17,44,34,22,89,1,10%,9,10,2,5,3,3,0,0,0,0,0,0,0
535,1987,37,31-40,Graduation,Divorced,81361,70K-100K,0,0,25-02-2014,18,163,23,424,27,65,76,1,4%,25,26,3,10,13,1,0,0,0,0,0,0,0
5268,1960,64,61-70,Graduation,Married,29440,20K-30K,1,1,11-08-2013,95,17,8,14,10,4,3,2,40%,3,5,1,0,4,7,0,0,0,0,0,0,0
273,1970,54,51-60,Master,Married,36138,30K-50K,1,1,16-07-2013,48,130,0,16,0,0,5,5,63%,3,8,3,1,4,7,0,1,0,0,0,0,0
4452,1957,67,61-70,Graduation,Single,50388,50K-70K,0,1,28-05-2014,3,292,6,37,0,3,34,4,31%,9,13,6,1,6,7,0,1,0,1,0,0,1
8504,1973,51,51-60,Graduation,Married,79593,70K-100K,0,0,12-05-2014,70,350,60,568,110,133,145,1,6%,17,18,5,6,7,2,0,0,1,0,0,0,0
771,1967,57,51-60,Graduation,Together,54178,50K-70K,0,1,21-01-2014,79,135,9,39,4,0,7,1,11%,8,9,2,2,5,2,0,0,0,0,0,0,0
8996,1957,67,61-70,PhD,Married,51382,50K-70K,2,1,19-11-2012,4,230,42,192,49,37,53,12,71%,5,17,7,2,8,9,0,0,0,0,0,0,0
9235,1957,67,61-70,Graduation,Single,51382,50K-70K,1,1,27-05-2014,45,7,0,8,2,0,1,1,33%,2,3,1,0,2,7,0,0,0,0,0,0,0
5798,1973,51,51-60,Master,Together,51382,50K-70K,0,0,23-11-2013,87,445,37,359,98,28,18,1,7%,13,14,2,4,8,1,0,0,0,0,0,0,0
11178,1972,52,51-60,Master,Single,42394,30K-50K,1,0,23-03-2014,69,15,2,10,0,1,4,1,25%,3,4,1,0,3,7,0,0,0,0,0,0,0
2230,1970,54,51-60,PhD,Married,23626,20K-30K,1,0,24-05-2014,84,27,2,14,0,0,0,3,43%,4,7,3,1,3,5,0,0,0,0,0,0,0
7516,1983,41,41-50,Graduation,Married,30096,30K-50K,1,0,22-05-2014,30,5,3,11,12,5,9,1,20%,4,5,2,0,3,6,0,0,0,0,0,0,0
7247,1960,64,61-70,Graduation,Widow,47916,30K-50K,0,1,22-11-2012,72,505,0,26,0,0,75,5,29%,12,17,7,4,6,6,0,1,0,0,0,0,0
11100,1972,52,51-60,Graduation,Divorced,51813,50K-70K,1,1,11-04-2013,37,51,2,7,0,1,2,2,40%,3,5,2,0,3,7,0,0,0,0,0,0,0
4646,1951,73,71-80,2n Cycle,Married,78497,70K-100K,0,0,01-12-2013,44,207,26,447,75,0,223,1,4%,23,24,5,7,12,2,0,0,0,1,0,0,0
3037,1983,41,41-50,PhD,Married,50150,50K-70K,0,0,20-06-2013,32,135,46,92,65,61,11,2,14%,12,14,5,2,7,5,0,0,0,0,0,0,0
1473,1960,64,61-70,2n Cycle,Single,47823,30K-50K,0,1,23-07-2013,0,53,1,5,2,1,10,2,40%,3,5,2,0,3,8,0,0,0,0,0,0,0
1016,1959,65,61-70,PhD,Single,34554,30K-50K,0,1,30-03-2014,43,41,1,6,2,0,5,2,40%,3,5,2,0,3,6,0,0,0,0,0,0,0
4518,1979,45,41-50,Graduation,Together,85693,70K-100K,0,1,20-04-2013,59,386,172,183,185,132,111,2,8%,23,25,9,5,11,5,0,0,0,0,0,0,0
9370,1945,79,71-80,PhD,Married,65846,50K-70K,0,0,17-05-2013,68,562,81,276,80,40,81,1,7%,14,15,6,3,6,4,0,0,0,0,0,0,0
8908,1959,65,61-70,Graduation,Married,87195,70K-100K,0,0,08-05-2014,35,217,76,690,50,26,38,1,5%,18,19,3,11,5,1,0,0,0,0,0,0,1
8373,1979,45,41-50,Basic,Together,24594,20K-30K,1,0,10-12-2013,94,1,3,6,10,0,9,1,25%,3,4,1,0,3,5,0,0,0,0,0,0,0
7533,1964,60,51-60,Graduation,Married,49096,30K-50K,1,1,24-09-2013,15,144,1,32,2,1,7,4,44%,5,9,4,1,4,7,0,0,0,0,0,0,0
2683,1969,55,51-60,Graduation,Married,52413,50K-70K,0,2,02-02-2013,56,295,106,271,75,98,65,4,18%,18,22,6,4,12,6,0,0,0,0,0,0,0
3629,1978,46,41-50,Graduation,Single,38557,30K-50K,1,0,19-12-2012,17,76,3,31,4,4,27,2,29%,5,7,3,1,3,7,0,0,0,0,0,0,0
10991,1960,64,61-70,Master,Married,89058,70K-100K,0,0,07-12-2012,18,454,194,106,31,22,43,1,8%,12,13,5,4,4,2,0,0,0,0,0,0,0
5077,1979,45,41-50,Graduation,Together,77298,70K-100K,0,1,02-11-2013,46,425,115,292,23,35,79,1,4%,22,23,6,6,11,3,0,0,0,0,0,0,0
7431,1991,33,31-40,PhD,Single,68126,50K-70K,0,0,10-11-2012,40,1332,17,311,23,51,86,1,6%,15,16,7,4,5,9,0,1,0,0,0,0,1
3267,1963,61,61-70,Master,Together,57288,50K-70K,0,1,25-06-2014,27,527,0,21,0,0,60,3,18%,14,17,8,1,8,6,0,1,0,0,0,0,0
999,1991,33,31-40,Graduation,Single,86037,70K-100K,0,0,02-01-2013,95,490,44,125,29,20,22,1,4%,23,24,6,7,11,3,0,1,1,0,0,0,1
9215,1980,44,41-50,PhD,Married,43974,30K-50K,1,0,12-12-2012,19,378,0,101,0,0,72,5,31%,11,16,6,4,6,7,0,0,0,0,0,0,0
2286,1962,62,61-70,Graduation,Single,50785,50K-70K,1,1,10-09-2013,27,64,1,21,0,1,27,2,33%,4,6,2,1,3,6,0,0,0,0,0,0,0
1592,1970,54,51-60,Graduation,Married,90765,70K-100K,0,0,24-01-2014,25,547,99,812,151,82,33,0,0%,15,15,4,6,5,1,0,0,1,1,0,0,0
367,1978,46,41-50,2n Cycle,Married,36550,30K-50K,1,0,19-02-2013,74,47,90,94,123,103,120,5,33%,10,15,9,1,5,9,0,0,0,0,0,0,0
5234,1967,57,51-60,2n Cycle,Together,30753,30K-50K,1,1,11-07-2013,85,12,5,25,0,9,30,2,40%,3,5,1,1,3,5,0,0,0,0,0,0,0
9862,1969,55,51-60,Graduation,Together,21918,20K-30K,1,0,14-11-2013,37,1,6,7,11,5,3,2,40%,3,5,2,0,3,6,0,0,0,0,0,0,0
9805,1953,71,71-80,Master,Together,56129,50K-70K,0,1,20-06-2013,65,320,48,133,39,72,48,4,22%,14,18,6,2,10,4,0,0,0,0,0,0,0
6205,1967,57,51-60,Master,Single,32557,30K-50K,1,0,24-02-2014,13,34,3,29,0,4,10,3,50%,3,6,2,1,3,5,0,0,0,0,0,0,1
8442,1985,39,31-40,Master,Married,19510,10K-20K,2,0,04-09-2013,63,9,0,7,3,4,7,2,50%,2,4,1,0,3,7,0,0,0,0,0,0,0
7386,1976,48,41-50,Graduation,Divorced,30992,30K-50K,1,0,22-04-2013,83,17,0,14,7,3,2,1,25%,3,4,1,0,3,7,0,0,0,0,0,0,0
7215,1983,41,41-50,Graduation,Single,101970,>100K,0,0,12-03-2013,69,722,27,102,44,72,168,0,0%,27,27,6,8,13,2,0,1,1,1,0,0,1
1491,1965,59,51-60,2n Cycle,Together,71488,70K-100K,0,0,18-02-2013,87,162,33,124,40,28,172,2,14%,12,14,3,4,7,1,0,0,0,0,0,0,0
11071,1984,40,31-40,Graduation,Single,79607,70K-100K,0,0,21-04-2013,37,450,133,951,173,0,216,1,7%,14,15,3,6,6,1,0,0,0,0,0,0,1
3381,1953,71,71-80,Master,Married,54348,50K-70K,1,1,08-06-2014,51,70,0,16,0,0,4,2,33%,4,6,2,0,4,6,0,0,0,0,0,0,0
8268,1961,63,61-70,PhD,Married,51382,50K-70K,0,1,11-07-2013,23,352,0,27,10,0,15,3,21%,11,14,6,1,7,6,0,0,0,0,0,0,0
11051,1956,68,61-70,PhD,Together,77376,70K-100K,1,1,10-05-2014,72,492,19,110,16,12,12,4,21%,15,19,6,3,10,4,0,0,0,0,0,0,0
8026,1952,72,71-80,Graduation,Married,62998,50K-70K,0,1,30-09-2013,10,120,58,73,65,89,58,5,36%,9,14,5,4,5,5,0,0,0,0,0,0,0
433,1958,66,61-70,Master,Alone,61331,50K-70K,1,1,10-03-2013,42,534,5,47,0,5,41,5,28%,13,18,11,1,6,8,0,0,0,0,0,0,0
9597,1969,55,51-60,Graduation,Married,73448,70K-100K,0,0,10-02-2014,10,236,106,189,23,41,130,1,6%,17,18,7,2,9,4,0,0,0,0,0,0,0
1295,1963,61,61-70,Graduation,Married,51382,50K-70K,0,1,11-08-2013,96,231,65,196,38,71,124,1,6%,17,18,6,5,7,4,0,0,0,0,0,0,0
5290,1964,60,51-60,PhD,Married,41551,30K-50K,1,1,14-08-2013,51,220,0,33,3,0,23,5,45%,6,11,5,1,5,8,0,0,0,0,0,0,0
1685,1967,57,51-60,PhD,Together,62981,50K-70K,0,0,17-03-2013,21,796,14,590,38,44,0,1,5%,21,22,4,5,13,3,0,1,0,0,0,0,0
5342,1976,48,41-50,Basic,Divorced,9548,5K-10K,1,0,08-08-2012,31,0,1,3,10,6,9,2,50%,2,4,1,0,3,8,0,0,0,0,0,0,0
9579,1959,65,61-70,PhD,Married,33762,30K-50K,2,1,07-07-2013,61,53,1,34,2,0,16,3,50%,3,6,2,2,2,8,0,0,0,0,0,0,0
7660,1973,51,51-60,PhD,Alone,35860,30K-50K,1,1,19-05-2014,37,15,0,8,4,2,20,2,50%,2,4,1,1,2,5,1,0,0,0,0,0,1
1461,1965,59,51-60,PhD,Divorced,36921,30K-50K,1,1,28-07-2013,74,17,1,12,3,1,4,2,40%,3,5,2,0,3,7,0,0,0,0,0,0,0
821,1992,32,31-40,Master,Single,92859,70K-100K,0,0,19-10-2012,46,962,61,921,52,61,20,1,5%,20,21,5,4,12,2,0,0,0,0,0,0,0
11084,1976,48,41-50,Master,Together,65104,50K-70K,0,1,14-11-2013,4,738,0,232,13,20,50,2,13%,13,15,3,5,7,7,0,0,0,0,0,0,1
8690,1962,62,61-70,Graduation,Married,86111,70K-100K,0,0,19-04-2013,73,399,28,756,36,40,126,1,5%,21,22,5,7,10,2,0,0,0,0,0,0,0
2937,1974,50,41-50,PhD,Single,68352,50K-70K,0,1,28-08-2013,47,614,16,132,43,33,33,3,14%,19,22,8,5,9,6,0,0,0,0,0,0,0
9701,1988,36,31-40,Graduation,Together,41883,30K-50K,1,0,19-03-2013,13,32,34,41,73,16,116,3,33%,6,9,4,2,3,7,0,0,0,0,0,0,0
9949,1976,48,41-50,Graduation,Married,59809,50K-70K,0,2,18-10-2012,36,598,16,141,32,41,49,3,25%,9,12,3,3,6,8,0,0,0,0,0,0,0
10837,1975,49,41-50,Graduation,Married,23957,20K-30K,1,0,28-10-2012,47,2,1,18,20,11,16,1,20%,4,5,2,0,3,6,0,0,0,0,0,0,1
3120,1981,43,41-50,Graduation,Together,38547,30K-50K,1,0,28-08-2013,49,6,1,10,0,1,4,1,33%,2,3,1,0,2,8,0,0,0,0,0,1,0
5885,1973,51,51-60,2n Cycle,Married,35688,30K-50K,2,1,22-08-2012,94,73,3,90,12,1,32,7,78%,2,9,4,1,4,8,0,0,0,0,0,0,0
4050,1966,58,51-60,Master,Married,49605,30K-50K,0,0,21-06-2014,65,42,16,29,12,20,8,1,14%,6,7,2,1,4,3,0,0,0,0,0,0,0
3830,1953,71,71-80,Master,Married,59354,50K-70K,0,2,24-04-2014,59,295,21,78,39,13,13,1,7%,14,15,4,4,7,3,0,0,0,0,0,0,0
7987,1969,55,51-60,Graduation,Married,65747,50K-70K,0,1,07-03-2014,96,346,17,48,23,13,13,4,27%,11,15,8,1,6,6,0,1,0,0,0,0,0
7798,1972,52,51-60,2n Cycle,Together,46344,30K-50K,0,1,14-12-2012,28,233,20,57,8,20,91,4,31%,9,13,7,1,5,7,0,0,0,0,0,0,0
92,1988,36,31-40,Graduation,Alone,34176,30K-50K,1,0,12-05-2014,12,5,7,24,19,14,20,4,57%,3,7,3,0,4,6,0,0,0,0,0,0,0
7055,1952,72,71-80,PhD,Together,61010,50K-70K,0,1,09-10-2012,57,888,0,57,0,0,76,2,8%,22,24,8,5,11,5,0,0,0,0,0,0,0
10240,1949,75,71-80,Graduation,Together,69372,50K-70K,0,0,19-02-2013,10,997,26,269,34,13,42,1,5%,19,20,10,4,6,4,0,1,1,0,0,0,1
3025,1958,66,61-70,Graduation,Single,49967,30K-50K,0,1,08-07-2013,4,212,6,69,4,12,3,3,25%,9,12,6,1,5,7,0,0,0,0,0,0,0
9283,1978,46,41-50,Graduation,Single,60199,50K-70K,1,2,12-09-2013,49,8,1,7,2,0,0,1,33%,2,3,0,0,3,4,0,0,0,0,0,0,0
9970,1977,47,41-50,Graduation,Together,55375,50K-70K,0,1,17-10-2013,3,42,11,57,10,28,14,1,13%,7,8,1,1,6,2,0,0,0,0,0,0,0
